input_text	target_text
▁a ▁tana kin ▁en ▁aka ▁katan ▁katan ▁katan bira ▁katan ▁bira tiki ▁i k hon ▁ika bi ▁iro ▁iro ▁pikoke	▁a ▁tana kin ▁en ▁aka ▁katan ▁katan ▁katan bira ▁katan ▁bira tiki ▁i k hon ▁ika bi ▁iro ▁iro ▁pikoke
▁a ▁tana kin ▁en ▁aka ▁micha ▁micha ▁michapake ra ▁micha ▁pake ra tiki ▁i k hon ▁ika pake ▁iro ▁iro ▁pikoke	▁a ▁tana kin ▁en ▁aka ▁micha ▁micha ▁michapake ra ▁micha ▁pake ra tiki ▁i k hon ▁ika pake ▁iro ▁iro ▁pikoke
▁a ▁tana kin ▁o an ton ▁aka ▁micha ▁micha ▁micha bira ▁micha ▁bira tiki ▁i k hon ▁ika bi ▁iro ▁iro ▁pikoke	▁a ▁tana kin ▁o an ton ▁aka ▁micha ▁micha ▁micha bira ▁micha ▁bira tiki ▁i k hon ▁ika bi ▁iro ▁iro ▁pikoke
▁a ▁tana kin ▁en ▁aka ▁micha ▁micha ▁m c i ha bira ▁micha ▁bira tiki ▁ihon ▁ika bi	▁a ▁tana kin ▁en ▁aka ▁micha ▁micha ▁m c i ha bira ▁micha ▁bira tiki ▁ihon ▁ika bi
▁tita	▁tita
▁rakati	▁rakati
▁aka ▁ea ▁sin á paoni	▁aka ▁ea ▁sin á paoni
▁aka ▁ea ▁oha paoni	▁aka ▁ea ▁oha paoni
▁e ha ▁ha s k ha r habo ▁ha ▁riki ▁non	▁e ha ▁ha s k ha r habo ▁ha ▁riki ▁non
▁ea ▁askarabo ▁a ▁riki ▁non	▁ea ▁askarabo ▁a ▁riki ▁non
▁non ▁pehnebei tibi ribi	▁non ▁pehnebei tibi ribi
▁non ▁a xe biribi	▁non ▁a xe biribi
▁noa ▁hon e paoni ▁rakati ▁aka	▁noa ▁hon e paoni ▁rakati ▁aka
▁noa ▁oha paoni ▁hono ▁aka	▁noa ▁oha paoni ▁hono ▁aka
▁noa ▁oha paoni ▁rakati ▁aka	▁noa ▁oha paoni ▁rakati ▁aka
▁wai ▁chon bi ▁banai	▁wai ▁chon bi ▁banai
▁wai ▁mahkata ▁banai	▁wai ▁mahkata ▁banai
▁bana ▁oho s bo ketian ▁non ▁oho s bo ketian ▁ts e kai	▁bana ▁oho s bo ketian ▁non ▁oho s bo ketian ▁ts e kai
▁tseka hon ▁non ▁hon t hai	▁tseka hon ▁non ▁hon t hai
▁bi chi ▁akai	▁bi chi ▁akai
▁toro ▁akai	▁toro ▁akai
▁toro ▁a k hon ▁non ▁xo anki	▁toro ▁a k hon ▁non ▁xo anki
▁toro ▁ah no ▁non ▁ma yai	▁toro ▁ah no ▁non ▁ma yai
▁mewe hon ▁mewe ai	▁mewe hon ▁mewe ai
▁a ▁maya ho k na ▁no ▁ma bain	▁a ▁maya ho k na ▁no ▁ma bain
▁ma bain ▁hewai	▁ma bain ▁hewai
▁ma ba bain ▁non ▁hewai	▁ma ba bain ▁non ▁hewai
▁non ▁hewai	▁non ▁hewai
▁h wa hon ▁emenkiribi ▁en ▁keyo ▁keyo shina	▁h wa hon ▁emenkiribi ▁en ▁keyo ▁keyo shina
▁emenkiri ▁e m ren kiribi ra ▁en ▁ke io shin ke	▁emenkiri ▁e m ren kiribi ra ▁en ▁ke io shin ke
▁yo ▁he ▁he cho ▁mi ▁hama ca	▁yo ▁he ▁he cho ▁mi ▁hama ca
▁y ▁yo	▁y ▁yo
▁me ▁he ▁i do ▁a ▁al ▁cha cra y	▁me ▁he ▁i do ▁a ▁al ▁cha cra y
▁d i go ▁mi ▁marido	▁d i go ▁mi ▁marido
▁sa be ▁hama ca ▁o ▁me ▁dice	▁sa be ▁hama ca ▁o ▁me ▁dice
▁yo ▁he ▁hi la do	▁yo ▁he ▁hi la do
▁na die ▁no ▁me ▁ay u da	▁na die ▁no ▁me ▁ay u da
▁yo ▁he ▁te ji do	▁yo ▁he ▁te ji do
▁y ▁vamos ▁a	▁y ▁vamos ▁a
▁non ka ▁heki ▁heki ▁apaoni	▁non ka ▁heki ▁heki ▁apaoni
▁minahon ▁ayapaoni	▁minahon ▁ayapaoni
▁okon ▁a k hon ▁xe tehon ▁miná ▁okon ▁a k hon ▁xe tehon	▁okon ▁a k hon ▁xe tehon ▁miná ▁okon ▁a k hon ▁xe tehon
▁okon ▁ahon ▁renehon ▁miná ▁okon ▁ahon ▁renehon	▁okon ▁ahon ▁renehon ▁miná ▁okon ▁ahon ▁renehon
▁cho ra hon	▁cho ra hon
▁be pon hon	▁be pon hon
▁ha ▁be pon hon ▁ha ▁pe k ha o ▁be h ne ▁be h n eke ti han ▁pi ch hai	▁ha ▁be pon hon ▁ha ▁pe k ha o ▁be h ne ▁be h n eke ti han ▁pi ch hai
▁a ▁be pon hon ▁a ▁pekao ▁peshtin ▁peshtin ketian ▁picha i	▁a ▁be pon hon ▁a ▁pekao ▁peshtin ▁peshtin ketian ▁picha i
▁a ▁be pon hon ▁a ▁pekao ▁bebe h ne ▁ke tian ▁picha i	▁a ▁be pon hon ▁a ▁pekao ▁bebe h ne ▁ke tian ▁picha i
▁pichan hon ▁ayapaoni	▁pichan hon ▁ayapaoni
▁non ▁no ▁apaoni ▁champeh	▁non ▁no ▁apaoni ▁champeh
▁non ▁champeh hon ▁ayapaoni	▁non ▁champeh hon ▁ayapaoni
▁han kin ▁ainoa ▁misi ▁a k hon ▁non ▁pi paoni	▁han kin ▁ainoa ▁misi ▁a k hon ▁non ▁pi paoni
▁champeh ▁ainoa ▁misi ▁ahon ▁non ▁pi pa o in	▁champeh ▁ainoa ▁misi ▁ahon ▁non ▁pi pa o in
▁mi shtin ▁misi	▁mi shtin ▁misi
▁ton ko ▁misi	▁ton ko ▁misi
▁se re	▁se re
▁taba	▁taba
▁ton ko boka ▁na	▁ton ko boka ▁na
▁ton ko boka ▁ha	▁ton ko boka ▁ha
▁taba ▁habo ▁no ▁apa on	▁taba ▁habo ▁no ▁apa on
▁askahon ▁on ▁pi paoni	▁askahon ▁on ▁pi paoni
▁minahon ▁pae ▁ahon	▁minahon ▁pae ▁ahon
▁oa res ▁moa	▁oa res ▁moa
▁ares ▁ma	▁ares ▁ma
▁no so tro s ▁comía ▁maiz	▁no so tro s ▁comía ▁maiz
▁no ▁tomaba	▁no ▁tomaba
▁no so tro s ▁tomaba	▁no so tro s ▁tomaba
▁hu mi ta ▁se ▁l la ma ba ▁misi	▁hu mi ta ▁se ▁l la ma ba ▁misi
▁hu mi ta ▁comía	▁hu mi ta ▁comía
▁o pi	▁o pi
▁sus ▁a do rn s	▁sus ▁a do rn s
▁sus ▁jo ya s ▁sus ▁ro pas	▁sus ▁jo ya s ▁sus ▁ro pas
▁mato	▁mato
▁p m oa ▁non ▁epabo ▁ipaoni ke	▁p m oa ▁non ▁epabo ▁ipaoni ke
▁je fe ▁sawe i	▁je fe ▁sawe i
▁re h pí ▁te ai	▁re h pí ▁te ai
▁re h pí ▁sawe oi	▁re h pí ▁sawe oi
▁nato ▁an si ▁akin ▁an si ▁a k paoni ke ▁isko ▁ina	▁nato ▁an si ▁akin ▁an si ▁a k paoni ke ▁isko ▁ina
▁nato ▁rome ▁akin ▁rome ▁a k paoni ke ▁mision ero ▁ina	▁nato ▁rome ▁akin ▁rome ▁a k paoni ke ▁mision ero ▁ina
▁nato ▁rome ▁akin ▁rome r ▁apaonike ▁isko ▁i á	▁nato ▁rome ▁akin ▁rome r ▁apaonike ▁isko ▁i á
▁re h pí ra ▁a k mo kani ke ▁non ▁mo ka ▁a k hon ▁sawe mo kani	▁re h pí ra ▁a k mo kani ke ▁non ▁mo ka ▁a k hon ▁sawe mo kani
▁re h pí ra ▁a k paoni ke ▁non ▁pao ▁a k hon ▁paran paoni	▁re h pí ra ▁a k paoni ke ▁non ▁pao ▁a k hon ▁paran paoni
▁re h pí ra ▁apaonike ▁non ▁pao ▁ahon ▁sawepaoni	▁re h pí ra ▁apaonike ▁non ▁pao ▁ahon ▁sawepaoni
▁pao ▁a k hon ▁sawepaoni ke ▁moa ▁ma l tra ta mi en ton	▁pao ▁a k hon ▁sawepaoni ke ▁moa ▁ma l tra ta mi en ton
▁pao ▁ahon ▁sawepaoni ke ▁m d oa ▁epan	▁pao ▁ahon ▁sawepaoni ke ▁m d oa ▁epan
▁cho shi	▁cho shi
▁rome	▁rome
▁ma ▁atsa yamai	▁ma ▁atsa yamai
▁ma ▁shina yamai	▁ma ▁shina yamai
▁hain ▁ares ▁moa ▁m á ▁o rin ▁shinan shama yamai	▁hain ▁ares ▁moa ▁m á ▁o rin ▁shinan shama yamai
▁hopo ra ▁non ▁a k paoni ke ▁sawe kin ▁guacamayo ▁aki	▁hopo ra ▁non ▁a k paoni ke ▁sawe kin ▁guacamayo ▁aki
▁hopo ra ▁non ▁apaonike ▁sawe kin ▁pon yan he ▁aki	▁hopo ra ▁non ▁apaonike ▁sawe kin ▁pon yan he ▁aki
▁ohe ▁aki	▁ohe ▁aki
▁nato ▁neno ▁ma ati ▁akin	▁nato ▁neno ▁ma ati ▁akin
▁nato ▁neno ▁te we ti ▁akin	▁nato ▁neno ▁te we ti ▁akin
▁pisi ▁akin	▁pisi ▁akin
▁ha pan ati ▁akin	▁ha pan ati ▁akin
▁neno ribi ▁ha pan a t ▁akin	▁neno ribi ▁ha pan a t ▁akin
▁tenpiske	▁tenpiske
▁hopo	▁hopo
▁ha ▁non ▁o san paoni ▁moa ▁nato	▁ha ▁non ▁o san paoni ▁moa ▁nato
▁moatian ▁epabo	▁moatian ▁epabo
▁neno bon ▁ainbo ▁akin ▁neno ▁ohe ▁akai	▁neno bon ▁ainbo ▁akin ▁neno ▁ohe ▁akai
▁neno bon ▁pon yan ▁akin ▁n no ▁ohe ▁a k mai	▁neno bon ▁pon yan ▁akin ▁n no ▁ohe ▁a k mai
▁askarabo ▁i k paoni ▁en ▁nokon ▁kabiti	▁askarabo ▁i k paoni ▁en ▁nokon ▁kabiti
▁askarabo ▁ipaoni ▁en ▁nokon ▁epa	▁askarabo ▁ipaoni ▁en ▁nokon ▁epa
▁ares ▁moa	▁ares ▁moa
▁ya ▁ne li ta	▁ya ▁ne li ta
▁ona yamai ▁ca s te l l an oi ti a	▁ona yamai ▁ca s te l l an oi ti a
▁t r s	▁t r s
▁so b re ▁su ▁hi ji ta	▁so b re ▁su ▁hi ji ta
▁en ▁iskonawa ▁to do	▁en ▁iskonawa ▁to do
▁legí mi to ▁bari ▁pake i	▁legí mi to ▁bari ▁pake i
▁iro ▁atapa ▁pake i	▁iro ▁atapa ▁pake i
▁iro ▁bari pakei	▁iro ▁bari pakei
▁nen man ai ▁y man ai ia ▁man ai a	▁nen man ai ▁y man ai ia ▁man ai a
▁neno ▁yoia ▁oa	▁neno ▁yoia ▁oa
▁ea ▁ani ▁ewea	▁ea ▁ani ▁ewea
▁yo in ▁ea ▁oa	▁yo in ▁ea ▁oa
▁ea ▁ea riki	▁ea ▁ea riki
▁ea ▁ewea riki	▁ea ▁ewea riki
▁c al c le ria ▁kaya rianko	▁c al c le ria ▁kaya rianko
▁ain riki ▁ewen ▁kahe	▁ain riki ▁ewen ▁kahe
▁ewe c n ▁bake n ▁kahe	▁ewe c n ▁bake n ▁kahe
▁a ▁ewen ▁bake riki	▁a ▁ewen ▁bake riki
▁be tsi ▁ca mpo s	▁be tsi ▁ca mpo s
▁awen ▁kahe riki ▁ewea	▁awen ▁kahe riki ▁ewea
▁awen ▁bene ▁riki ▁a rn al do ▁ba r ba ran ▁so ria	▁awen ▁bene ▁riki ▁a rn al do ▁ba r ba ran ▁so ria
▁narabe ▁narabe ▁riki ▁ewen n ▁baba	▁narabe ▁narabe ▁riki ▁ewen n ▁baba
▁awen ▁ane ▁riki	▁awen ▁ane ▁riki
▁nato	▁nato
▁an d re a	▁an d re a
▁wetsa ▁iki ▁no ei	▁wetsa ▁iki ▁no ei
▁wetsa ▁iki ▁ja ck	▁wetsa ▁iki ▁ja ck
▁ja ck	▁ja ck
▁arana res	▁arana res
▁ewen ▁bake	▁ewen ▁bake
▁han i ▁ea ▁eweke	▁han i ▁ea ▁eweke
▁ea ▁riki ▁kaheoma	▁ea ▁riki ▁kaheoma
▁kaheoma ▁ika hka i ▁ya	▁kaheoma ▁ika hka i ▁ya
▁ewen ▁bake i ba ▁eah	▁ewen ▁bake i ba ▁eah
▁ea ▁m ri á n ▁ika	▁ea ▁m ri á n ▁ika
▁ea ▁mi á n ▁ika ▁ain	▁ea ▁mi á n ▁ika ▁ain
▁atian ▁a ran res	▁atian ▁a ran res
▁mi ▁hi ja ▁ti ene ▁marido	▁mi ▁hi ja ▁ti ene ▁marido
▁pa ▁tra er ▁mi ▁ho ja	▁pa ▁tra er ▁mi ▁ho ja
▁pero ▁f el z men te ▁ha ▁teni do ▁marido	▁pero ▁f el z men te ▁ha ▁teni do ▁marido
▁no ▁tengo ▁ca sa	▁no ▁tengo ▁ca sa
▁vamos ▁a ▁vivir ▁j un to s ▁j un to s ▁vamos ▁a ▁vivir ▁c no ▁tu ▁mamá ▁dice ▁mi	▁vamos ▁a ▁vivir ▁j un to s ▁j un to s ▁vamos ▁a ▁vivir ▁c no ▁tu ▁mamá ▁dice ▁mi
▁mi ▁y er no	▁mi ▁y er no
▁f eli z men te ▁t ran qui lo	▁f eli z men te ▁t ran qui lo
▁tra y en do ▁mi ▁pe s cado	▁tra y en do ▁mi ▁pe s cado
▁qu in é ▁va ▁a ▁apo ya r me ▁a ▁m í ▁na die	▁qu in é ▁va ▁a ▁apo ya r me ▁a ▁m í ▁na die
▁ah ▁tengo ▁mi ▁cha cra	▁ah ▁tengo ▁mi ▁cha cra
▁mi ▁mi ▁p lá tan o	▁mi ▁mi ▁p lá tan o
▁po r ▁es o ▁no ▁tengo ▁na da	▁po r ▁es o ▁no ▁tengo ▁na da
▁pero	▁pero
▁cria r ▁gallina	▁cria r ▁gallina
▁habira pari ka ▁yoiwe ▁haweatiki ▁mato ▁pikota	▁habira pari ka ▁yoiwe ▁haweatiki ▁mato ▁pikota
▁habira pari ka ▁yoiwe ▁awe a honki ▁mato ▁pikota	▁habira pari ka ▁yoiwe ▁awe a honki ▁mato ▁pikota
▁habira pari ka ▁yoiwe ▁haweatiki ▁mato ▁ko sh oi a	▁habira pari ka ▁yoiwe ▁haweatiki ▁mato ▁ko sh oi a
▁habira pari ka ▁yoiwe ▁haweatiki ▁mato ▁pikota	▁habira pari ka ▁yoiwe ▁haweatiki ▁mato ▁pikota
▁hawekeska ki ▁mato ▁wino ta	▁hawekeska ki ▁mato ▁wino ta
	
▁chopa ▁akaka ▁ika tiki	▁chopa ▁akaka ▁ika tiki
▁hobo ▁akaka ▁ki ka tiki	▁hobo ▁akaka ▁ki ka tiki
▁wanin ▁ani ▁non ra ▁wanin ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁chania	▁wanin ▁ani ▁non ra ▁wanin ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁chania
▁atapa ▁ani ▁non ra ▁atapa ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁chania	▁atapa ▁ani ▁non ra ▁atapa ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁chania
▁xobo ▁ani ▁non ra ▁xobo ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁yantan ▁yantan ▁behon ▁chania	▁xobo ▁ani ▁non ra ▁xobo ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁yantan ▁yantan ▁behon ▁chania
▁xobo ▁ani ▁non ra ▁xobo ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁beba a	▁xobo ▁ani ▁non ra ▁xobo ▁ani ▁a k paoni ki ▁eah ki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁beba a
▁xobo ▁ani ▁non ra ▁xobo ▁ani ▁a k paoni ki ▁mi boki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁chania	▁xobo ▁ani ▁non ra ▁xobo ▁ani ▁a k paoni ki ▁mi boki ▁kahe ▁anika ▁nato ▁iwi ▁iwi ▁behon ▁chania
▁xobo ▁ain ▁non ra ▁xobo ▁ani ▁apaoni ki ▁eah ki ▁kahe ▁anika ▁akan ▁nato ▁i b ri ▁i i b ▁behon ▁chania ki	▁xobo ▁ain ▁non ra ▁xobo ▁ani ▁apaoni ki ▁eah ki ▁kahe ▁anika ▁akan ▁nato ▁i b ri ▁i i b ▁behon ▁chania ki
▁neska ▁ya tani ▁neska ▁ya tan ▁chan i ▁oa ▁chania ▁oa ▁chania ▁iwi ▁ke ani ▁mako ran ti ▁akanai	▁neska ▁ya tani ▁neska ▁ya tan ▁chan i ▁oa ▁chania ▁oa ▁chania ▁iwi ▁ke ani ▁mako ran ti ▁akanai
▁neska ▁shima ▁shi mai ▁neska ▁shima ▁shima ▁chan i ▁oa ▁chania ▁oa ▁chania ▁iwi ▁ke ani ▁mako ran ti ▁akanai	▁neska ▁shima ▁shi mai ▁neska ▁shima ▁shima ▁chan i ▁oa ▁chania ▁oa ▁chania ▁iwi ▁ke ani ▁mako ran ti ▁akanai
▁neska ▁rakai ▁neska ▁raka ▁tsinki ▁oa ▁tsinki a ▁oa ▁tsinki a ▁iwi ▁ke ani ▁mako ran ti ▁akanai	▁neska ▁rakai ▁neska ▁raka ▁tsinki ▁oa ▁tsinki a ▁oa ▁tsinki a ▁iwi ▁ke ani ▁mako ran ti ▁akanai
▁neska ▁rakai ▁neska ▁raka ▁chan i ▁oa ▁chania ▁oa ▁chania ▁wi ▁ke ani ▁mako ran ti ▁akanai	▁neska ▁rakai ▁neska ▁raka ▁chan i ▁oa ▁chania ▁oa ▁chania ▁wi ▁ke ani ▁mako ran ti ▁akanai
▁yoinon ▁xea pari we	▁yoinon ▁xea pari we
▁ka ▁xea	▁ka ▁xea
▁aya y we	▁aya y we
▁bewá ▁pachi anon ▁te ▁pachi we	▁bewá ▁pachi anon ▁te ▁pachi we
▁ten ton ▁noko anon ▁te ▁noko we	▁ten ton ▁noko anon ▁te ▁noko we
▁ten ton ▁e anon ▁te ▁ewe	▁ten ton ▁e anon ▁te ▁ewe
▁ten ton ▁pachi anon ▁te pa chi we	▁ten ton ▁pachi anon ▁te pa chi we
▁rama ▁sí ▁min ▁kenake ska ▁yoyoi we	▁rama ▁sí ▁min ▁kenake ska ▁yoyoi we
▁na ▁hema ▁akin ka ▁hema ▁akin ka ▁wai ▁aki betin ▁wai ▁aka ▁ewea betin	▁na ▁hema ▁akin ka ▁hema ▁akin ka ▁wai ▁aki betin ▁wai ▁aka ▁ewea betin
▁ha ▁hema ▁akin ka ▁hema ▁akin ka ▁wai ▁aki betin ▁wai ▁aka ▁wio ▁katan a betin	▁ha ▁hema ▁akin ka ▁hema ▁akin ka ▁wai ▁aki betin ▁wai ▁aka ▁wio ▁katan a betin
▁ha ▁hema ▁akin ka ▁hema ▁akin ka ▁wi ▁aki betin ▁wai ▁aka ▁ewea betin	▁ha ▁hema ▁akin ka ▁hema ▁akin ka ▁wi ▁aki betin ▁wai ▁aka ▁ewea betin
▁o on ▁oina x ▁yoyoi we	▁o on ▁oina x ▁yoyoi we
▁bi chi ▁a k hon ▁hema ▁akin ▁o r oai	▁bi chi ▁a k hon ▁hema ▁akin ▁o r oai
▁wai ▁a k hon ▁pehnebeiti ▁akin ▁o r oai	▁wai ▁a k hon ▁pehnebeiti ▁akin ▁o r oai
▁wai ▁ahon ▁hema ▁akin ▁o r oai	▁wai ▁ahon ▁hema ▁akin ▁o r oai
▁micha i bo ▁banai ▁paranti ▁banai ▁heki ▁wishai	▁micha i bo ▁banai ▁paranti ▁banai ▁heki ▁wishai
▁atsa ▁banai ▁mo ka ▁banai ▁heki ▁wishai	▁atsa ▁banai ▁mo ka ▁banai ▁heki ▁wishai
▁atsa ▁banai ▁paranti ▁banai ▁bi chi ▁wishai	▁atsa ▁banai ▁paranti ▁banai ▁bi chi ▁wishai
▁atsa ▁banai ▁paranti ▁banai ▁heki ▁poyopoyoi	▁atsa ▁banai ▁paranti ▁banai ▁heki ▁poyopoyoi
▁atsa ▁ba ani ▁paranti ▁banai ▁heki ▁wishai	▁atsa ▁ba ani ▁paranti ▁banai ▁heki ▁wishai
▁wai ▁a k hon ▁champehon ▁ayai ▁miná hon ▁ayai ▁habo ▁akai ▁ayai	▁wai ▁a k hon ▁champehon ▁ayai ▁miná hon ▁ayai ▁habo ▁akai ▁ayai
▁wai ▁ahon ▁champehon ▁ayai ▁minahon ▁xeai ▁habo ▁akai ▁ayai	▁wai ▁ahon ▁champehon ▁ayai ▁minahon ▁xeai ▁habo ▁akai ▁ayai
▁kahe hon ▁heki ▁hawi ▁kahe ai ▁kankan	▁kahe hon ▁heki ▁hawi ▁kahe ai ▁kankan
▁champehon ▁heki ▁asin ▁champe hai ▁kankan	▁champehon ▁heki ▁asin ▁champe hai ▁kankan
▁yawa hon ▁heki ▁hawi ▁ya wai ▁kankan	▁yawa hon ▁heki ▁hawi ▁ya wai ▁kankan
▁champehon ▁heki ▁hawi ▁champe hai ▁nawan ▁bimi	▁champehon ▁heki ▁hawi ▁champe hai ▁nawan ▁bimi
▁champehon ▁heki ▁hawi ▁champe hai ▁kankan	▁champehon ▁heki ▁hawi ▁champe hai ▁kankan
▁hain ▁i k ▁ikin ▁shitai ▁ewe ▁ewe ▁ewe paoni ▁ma ▁a ts anke rana ▁oi betin	▁hain ▁i k ▁ikin ▁shitai ▁ewe ▁ewe ▁ewe paoni ▁ma ▁a ts anke rana ▁oi betin
▁hain ▁i k ▁ikin ▁kai ▁papi ▁papi ▁papi paoni ▁ma ▁a ts anke rana ▁oi betin	▁hain ▁i k ▁ikin ▁kai ▁papi ▁papi ▁papi paoni ▁ma ▁a ts anke rana ▁oi betin
▁hain ▁i k ▁ikin ▁kai ▁yoyoi k ▁yoyoi k ▁yoyoi k paoni ▁ma ▁a ts anke rana ▁oi betin	▁hain ▁i k ▁ikin ▁kai ▁yoyoi k ▁yoyoi k ▁yoyoi k paoni ▁ma ▁a ts anke rana ▁oi betin
▁hain ▁i k ▁ikin ▁kai ▁wewa ▁wewa ▁wewa paoni ▁ma ▁a ts anke rana ▁oi betin	▁hain ▁i k ▁ikin ▁kai ▁wewa ▁wewa ▁wewa paoni ▁ma ▁a ts anke rana ▁oi betin
▁hain ▁i k ▁ikin ▁kai ▁ewe ▁ewe ▁ewe paoni ▁ma ▁est ud i anke rana ▁oi betin	▁hain ▁i k ▁ikin ▁kai ▁ewe ▁ewe ▁ewe paoni ▁ma ▁est ud i anke rana ▁oi betin
▁hain ▁i k ▁ikin ▁kai ▁ewe ▁ewe ▁ewe pa a po yan ni ▁ma ▁a ts anke rana ▁apoyan i betin	▁hain ▁i k ▁ikin ▁kai ▁ewe ▁ewe ▁ewe pa a po yan ni ▁ma ▁a ts anke rana ▁apoyan i betin
▁hain ▁i ▁ikin ▁kai ▁ewe ▁ewe ▁ewe paoni ▁ma ▁a san ke ra ▁oi betin	▁hain ▁i ▁ikin ▁kai ▁ewe ▁ewe ▁ewe paoni ▁ma ▁a san ke ra ▁oi betin
▁ao ▁bo chon ohon ▁oin timari ▁ikebetin ▁ma ▁shinani ▁yosi boa ▁yosi bo ▁bo chon ohon ▁oin tima ▁riki	▁ao ▁bo chon ohon ▁oin timari ▁ikebetin ▁ma ▁shinani ▁yosi boa ▁yosi bo ▁bo chon ohon ▁oin tima ▁riki
▁ao ▁kan ohon ▁o ro timari ▁ikebetin ▁ma ▁shinani ▁yosi boa ▁yosi bo ▁kan ohon ▁o ro tima ▁riki	▁ao ▁kan ohon ▁o ro timari ▁ikebetin ▁ma ▁shinani ▁yosi boa ▁yosi bo ▁kan ohon ▁o ro tima ▁riki
▁ao ▁kan ohon ▁oin timari ▁ikebetin ▁ma ▁sa l ud ani ▁yosi boa ▁yosi bo ▁kan ohon ▁oin tima ▁riki	▁ao ▁kan ohon ▁oin timari ▁ikebetin ▁ma ▁sa l ud ani ▁yosi boa ▁yosi bo ▁kan ohon ▁oin tima ▁riki
▁ao ▁kan ohon ▁oin timari ▁ikebetin ▁ma ▁shinani ▁moha boa ▁moha bo ▁kan ohon ▁oin tima ▁riki	▁ao ▁kan ohon ▁oin timari ▁ikebetin ▁ma ▁shinani ▁moha boa ▁moha bo ▁kan ohon ▁oin tima ▁riki
▁ao ▁ban an ohon ▁oin timari ▁ikebetin ▁ma ▁shinani ▁yosi boa ▁yosi bo ▁ban an ohon ▁oin tima ▁riki	▁ao ▁ban an ohon ▁oin timari ▁ikebetin ▁ma ▁shinani ▁yosi boa ▁yosi bo ▁ban an ohon ▁oin tima ▁riki
▁ao ▁kan ohon ▁oin timari ▁ikebetin ▁ma ▁shina in ▁yosi boa ▁yosi bo ▁ai a ▁kan ohon ▁oin tima riki	▁ao ▁kan ohon ▁oin timari ▁ikebetin ▁ma ▁shina in ▁yosi boa ▁yosi bo ▁ai a ▁kan ohon ▁oin tima riki
▁mo ka ▁mo kabo ▁yosi	▁mo ka ▁mo kabo ▁yosi
▁iwa ▁iwabo ▁yosi	▁iwa ▁iwabo ▁yosi
▁aka	▁aka
▁yoa bo ▁reken ▁reken ▁iki ▁koko pai	▁yoa bo ▁reken ▁reken ▁iki ▁koko pai
▁yoa bo ▁panshin ▁nawa ▁panshin ▁nawa ▁iki ▁ninkati	▁yoa bo ▁panshin ▁nawa ▁panshin ▁nawa ▁iki ▁ninkati
▁yoa bo ▁panshin ▁nawa ▁pan h s in ▁nawa ▁iki ▁koko pai	▁yoa bo ▁panshin ▁nawa ▁pan h s in ▁nawa ▁iki ▁koko pai
▁chain ▁chain ▁mi chi koin s ▁i ▁hai ▁hai ▁kanon riki ▁m cha bake ▁hain a k tima rin ▁micha bake ▁wai ▁aki	▁chain ▁chain ▁mi chi koin s ▁i ▁hai ▁hai ▁kanon riki ▁m cha bake ▁hain a k tima rin ▁micha bake ▁wai ▁aki
▁kake ▁kahon ▁wai ▁ake ▁wai ▁ake ▁hain ▁i ▁ike ran ika ▁hain ▁o oke ran i ▁kai ▁hain	▁kake ▁kahon ▁wai ▁ake ▁wai ▁ake ▁hain ▁i ▁ike ran ika ▁hain ▁o oke ran i ▁kai ▁hain
▁p no wa ▁okon ka ▁nowa ▁non aka ▁nowa	▁p no wa ▁okon ka ▁nowa ▁non aka ▁nowa
▁no ▁nowa ▁ain ▁wai ▁aribake ▁ainoah ▁banake ▁paranti ▁banake ▁heki w is hake ▁atsa ▁atsa ban ake	▁no ▁nowa ▁ain ▁wai ▁aribake ▁ainoah ▁banake ▁paranti ▁banake ▁heki w is hake ▁atsa ▁atsa ban ake
▁banahon ▁pii ▁eweri ▁eweri ▁neke ▁oribake ▁awe ▁aki ▁iki k w oko i ▁ai res ▁eweti ▁eweti ▁hain	▁banahon ▁pii ▁eweri ▁eweri ▁neke ▁oribake ▁awe ▁aki ▁iki k w oko i ▁ai res ▁eweti ▁eweti ▁hain
▁an oa ▁hain man ama ▁ain man ma a ▁hawerano ▁katima ka	▁an oa ▁hain man ama ▁ain man ma a ▁hawerano ▁katima ka
▁awerano ▁w ka tima ▁ma ▁hain ▁baneke ▁ain ▁n re ke ▁ch ti eta ▁ewea ▁hain ▁ch mi te ta ▁ewea ▁kirin kon ▁mera	▁awerano ▁w ka tima ▁ma ▁hain ▁baneke ▁ain ▁n re ke ▁ch ti eta ▁ewea ▁hain ▁ch mi te ta ▁ewea ▁kirin kon ▁mera
